h,u_L2_stab,u_H1_stab,u_L2_nostab,u_H1_nostab,p_L2_stab,p_H1_stab,p_L2_nostab,p_H1_nostab
0.125,0.04602142842523843,0.5002401300511563,0.030065353351858354,0.33959164047139645,0.5762503013197466,5.386022286138353,0.7568141504166085,5.861350949120107
0.0625,0.03854295004277382,0.36614435375333226,0.04105516347554756,0.7504233584085243,0.4300022183278795,3.9719222221186885,1420.6778895419814,117.85243885482635
0.03125,0.03777051200148127,0.3375548326629834,0.038635485858974764,0.3462249959122284,0.46835506509161834,5.188799658479265,60.73967282810223,22.377282721165255
0.015625,0.03106350012514155,0.2758847472300343,0.03128672567727277,0.2781541157707749,0.3868093159744801,6.112992112728471,12.670970646459036,14.609323835761217
0.0078125,0.02502534496761257,0.22155877713621686,0.025060541499961755,0.22937550922607874,0.3154538870023687,7.631934111023106,0.3162455110259011,23.721150730344277
0.00390625,0.019864885696703548,0.17615502643294795,0.019885171120121545,0.17631397092231882,0.2550720528087941,9.627758803525637,6525.864454976007,11.866822168355615
